Kunde;Kundename (SAP-Nr.);;Kundenprojekt;Umgebung;Status Installation;OK;Fehler;VM konfiguriert;Funktionen;ASSM-Ticket;VM-Hostname;VM-IP-Addresse;DB-SID;Erstellt;Erstellt von;Aktualisiert;Aktualisiert von;OUC-ID
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124354715;ORBIS U_2022;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-mft-orbu01;10.32.4.53;KHVMFT;2022.10;Ulrich Burkert;2025.02;Stephan Dirckmann;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124354702;ORBIS U_2022;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;DEMIS Arztmeldung,ORBIS AddOn - Rettungsdienstanbindung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-sbk-orbu01;10.32.4.117;KHVSBK;2022.10;Ulrich Burkert;2025.02;Stephan Dirckmann;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124354697;ORBIS U_2022;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U AddOn Wartezimmermonitor,ORBIS U Allergies,ORBIS U Pflege Assessments,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-sbh-orbu01;10.32.4.69;KHVSBH;2022.10;Ulrich Burkert;2025.03;Peter Zupancic;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);105933716;Orbis U;3. Test;Docker-Container installiert;ja;keine Fehler;;ICU Weaning Protocol,ORBIS Master Data Transfer,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS ePA;;rzb-sfm-orbut01;10.32.3.209;TESTSFM;2022.05;Daniel Jänke;2025.02;Peter Zupancic;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124548584;ORBIS U_2022;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-sfa-orbut01;10.32.3.216;TESTSFA;2022.11;Ulrich Burkert;2025.02;Stephan Dirckmann;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124548565;ORBIS U_2022;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-seb-orbut01;10.32.3.215;TESTSEB;2022.11;Ulrich Burkert;2025.02;Stephan Dirckmann;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124532758;ORBIS U_2022;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-ers-orbut01;10.32.3.212;TESTERS;2022.11;Ulrich Burkert;2025.02;Stephan Dirckmann;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124532625;ORBIS U_2022;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-sem-orbut01;10.32.3.217;TESTEM;2022.11;Ulrich Burkert;2025.02;Stephan Dirckmann;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124359122;ORBIS U_2022;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Master Data Transfer,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-mjg-orbut01;10.32.3.208;TESTMJG;2022.11;Henrik Schütz;2025.02;Stephan Dirckmann;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124354720;ORBIS U_2022;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-mft-orbut01;10.32.3.213;TESTMFT;2022.10;Ulrich Burkert;2025.02;Stephan Dirckmann;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124354707;ORBIS U_2022;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-sbk-orbut01;10.32.6.214;TESTSBK;2022.10;Ulrich Burkert;2025.02;Stephan Dirckmann;92148745
2190 Münster (NonAMS);St. Franziskus Stiftung Münster (3030844);124354691;ORBIS U_2022;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflege Assessments,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Zugangsmanagement,ORBIS ePA;;rzb-sbh-orbut01;10.32.3.211;TESTSBH;2022.10;Ulrich Burkert;2025.02;Stephan Dirckmann;92148745
2230 Koblenz (AMS);Barmherzige Brüder Trier gGmbH (3095042);122684527;ORBIS U Installationen Koblenz;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0038386"">INT0038386</a>";rzbbt-sv3l-0028;10.108.88.250;KHVBBT;2022.07;Kristin Dölz;2025.07;Henrik Schütz;115385300
2230 Koblenz (AMS);Barmherzige Brüder Trier gGmbH (3095042);122684529;ORBIS U Installationen Koblenz;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0038386"">INT0038386</a>";rzbbt-sv3l-0027;10.108.88.249;TESTKO;2022.07;Kristin Dölz;2025.07;Henrik Schütz;115385300
2231 Trier (AMS);Krankenhaus der Barmherzigen Brüder Trier (3031104);122684543;ORBIS U Installationen Trier;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0038386"">INT0038386</a>";rzbbt-sv3l-0030;10.108.88.252;KHV;2022.07;Kristin Dölz;2025.07;Henrik Schütz;92148573
2231 Trier (AMS);Krankenhaus der Barmherzigen Brüder Trier (3031104);122684545;ORBIS U Installationen Trier;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0038386"">INT0038386</a>";rzbbt-sv3l-0029;10.108.88.251;RCAT;2022.07;Kristin Dölz;2025.07;Henrik Schütz;92148573
2234 Saffig (AMS);Barmherzige Brüder Saffig, Fachklinik für Psychiatrie und Psychotherapie (3031015);122684538;ORBIS U Installation Saffig;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0038386"">INT0038386</a>";rzbbt-sv3l-0026;10.108.88.252;;2022.07;Kristin Dölz;2022.08;Ulrich Burkert;122684537
2234 Saffig (AMS);Barmherzige Brüder Saffig, Fachklinik für Psychiatrie und Psychotherapie (3031015);122684540;ORBIS U Installation Saffig;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0038386"">INT0038386</a>";rzbbt-sv3l-0025;10.108.88.251;;2022.07;Kristin Dölz;2022.08;Ulrich Burkert;122684537
2235 Bad Mergentheim (AMS);Caritas-Krankenhaus Bad Mergentheim gGmbH (2002962);122684522;ORBIS U Installationen Bad Mergentheim/ Paderborn;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0038386"">INT0038386</a>";rzbbt-sv3l-0022;10.108.88.244;KHVTF;2022.07;Kristin Dölz;2026.02;Viktor Rodak;92148855
2235 Bad Mergentheim (AMS);Caritas-Krankenhaus Bad Mergentheim gGmbH (2002962);122684534;ORBIS U Installationen Bad Mergentheim/ Paderborn;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;IRIS Tracing,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U Krankengeschichte,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0038386"">INT0038386</a>";rzbbt-sv3l-0024;10.108.88.246;KHVBBT;2022.07;Kristin Dölz;2026.02;Viktor Rodak;92148855
2235 Bad Mergentheim (AMS);Caritas-Krankenhaus Bad Mergentheim gGmbH (2002962);122684524;ORBIS U Installationen Bad Mergentheim/ Paderborn;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0038386"">INT0038386</a>";rzbbt-sv3l-0021;10.108.88.243;TESTTF;2022.07;Kristin Dölz;2026.02;Viktor Rodak;92148855
2235 Bad Mergentheim (AMS);Caritas-Krankenhaus Bad Mergentheim gGmbH (2002962);122684532;ORBIS U Installationen Bad Mergentheim/ Paderborn;3. Test;Docker-Container installiert;ja;keine Fehler;;IRIS Tracing,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U Krankengeschichte,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0038386"">INT0038386</a>";rzbbt-sv3l-0023;10.108.88.245;TESTBBT;2022.07;Kristin Dölz;2026.02;Viktor Rodak;92148855
2239 Hamburg (AMS);Schön Klinik Hamburg SE & Co. KG (2004167);93917266;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Klinische Diagnosen und Probleme,ORBIS ePA;;eilorboup101;10.135.111.134;EILP;2022.02;Daniel Jänke;2025.06;Henrik Schütz;93917265
2239 Hamburg (AMS);Schön Klinik Hamburg SE & Co. KG (2004167);93917267;ORBIS U Installation;3. Test;Docker-Container installiert;nein;VM: Inventarisierung fehlt;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Klinische Diagnosen und Probleme,ORBIS ePA;;eilorbout101;10.135.111.135;;2022.02;Daniel Jänke;2025.06;Henrik Schütz;93917265
2240 München (AMS);Schön Klinik Holding SE (3031151);131849408;ORBIS U Installationen;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS ePA;;orbisu;10.19.111.65;;2023.09;Kristin Dölz;2024.02;Peter Zupancic;92148934
2240 München (AMS);Schön Klinik Holding SE (3031151);134966516;ORBIS U Installationen;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS ePA;;rzpvogorboup001;10.19.111.138;VOGP;2023.10;Kristin Dölz;2025.08;Peter Zupancic;92148934
2240 München (AMS);Schön Klinik Holding SE (3031151);134966514;ORBIS U Installationen;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS ePA;;rzpskaorboup001;10.19.111.137;RZPP;2023.10;Kristin Dölz;2025.08;Peter Zupancic;92148934
2240 München (AMS);Schön Klinik Holding SE (3031151);134966513;ORBIS U Installationen;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS ePA;;rzprosorboup001;10.19.111.136;ROSP;2023.10;Kristin Dölz;2025.08;Peter Zupancic;92148934
2240 München (AMS);Schön Klinik Holding SE (3031151);134966512;ORBIS U Installationen;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS ePA;;rzpmsworboup001;10.19.111.135;MSWP;2023.10;Kristin Dölz;2025.08;Peter Zupancic;92148934
2240 München (AMS);Schön Klinik Holding SE (3031151);134966511;ORBIS U Installationen;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS ePA;;rzpmhaorboup001;10.19.111.134;MHAP;2023.10;Kristin Dölz;2025.08;Peter Zupancic;92148934
2240 München (AMS);Schön Klinik Holding SE (3031151);134966510;ORBIS U Installationen;1. Produktiv;Docker-Container installiert;nein;VM: Hosted On fehlt;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS ePA;;rzplororboup001;10.19.111.133;LORP;2023.10;Kristin Dölz;2025.08;Peter Zupancic;92148934
2240 München (AMS);Schön Klinik Holding SE (3031151);134966491;ORBIS U Installationen;1. Produktiv;Docker-Container installiert;nein;VM: Hosted On fehlt;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS ePA;;rzpbstorboup001;10.19.111.132;BSTP;2023.10;Kristin Dölz;2025.08;Peter Zupancic;92148934
2240 München (AMS);Schön Klinik Holding SE (3031151);134966489;ORBIS U Installationen;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS ePA;;rzpaiborboup001;10.19.111.131;AIBP;2023.10;Kristin Dölz;2025.08;Peter Zupancic;92148934
2240 München (AMS);Schön Klinik Holding SE (3031151);134966488;ORBIS U Installationen;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflegemaßnahmen,ORBIS User Provisioning,ORBIS ePA;;neuorboup001;10.45.111.133;NEUP;2023.10;Kristin Dölz;2025.08;Peter Zupancic;92148934
2240 München (AMS);Schön Klinik Holding SE (3031151);134966486;ORBIS U Installationen;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS ePA;;eilorboup001;10.135.111.133;EILP;2023.10;Kristin Dölz;2025.08;Peter Zupancic;92148934
2240 München (AMS);Schön Klinik Holding SE (3031151);134966487;ORBIS U Installationen;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS ePA;;eilorbout001;10.135.111.132;EILT;2023.10;Kristin Dölz;2025.08;Peter Zupancic;92148934
2240 München (AMS);Schön Klinik Holding SE (3031151);134966515;ORBIS U Installationen;5. Entwicklungs;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS User Provisioning,ORBIS ePA;;rzpskaorbout001;10.19.110.137;RZPT;2023.10;Kristin Dölz;2025.08;Peter Zupancic;92148934
2250 Trier (AMS);cusanus trägergesellschaft trier mbH (3031005);52489112;ORBIS U Installationen Standorte Geldern/ Lebach/ Wittlich;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;DRGW-MDKM Simulation,MDKM LE Portal,ORBIS KIM Mail,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Monitoring 4U,ORBIS U Pflege Assessments,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=TCK06369"">TCK06369</a>";orbiskhv;10.13.0.170;KHVGE;2021.05;Sandra Peters;2026.01;Peter Zupancic;92148824
2250 Trier (AMS);cusanus trägergesellschaft trier mbH (3031005);175984206;2250 - CR 2263 Gelderlandklinik ORBIS U und OAS;1. Produktiv;in Planung;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Monitoring 4U,ORBIS ePA,RICO DRG;;orbiskhvgl;10.13.0.172;KHVGL;2025.10;Kristin Dölz;2026.01;Peter Zupancic;92148824
2250 Trier (AMS);cusanus trägergesellschaft trier mbH (3031005);120008766;Installation PTC Wittlich KHV+Test;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS KIM Mail,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Kafka,ORBIS U Monitoring 4U,ORBIS U Pflege Assessments,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0037247"">INT0037247</a>";orbisukhv;10.11.1.100;KHVWI;2022.06;Kristin Dölz;2026.01;Peter Zupancic;92148824
2250 Trier (AMS);cusanus trägergesellschaft trier mbH (3031005);120008763;Dockererweiterung PTC Standort Lebach;1. Produktiv;Docker-Container installiert;nein;RFC fehlt;;ORBIS KIM Mail,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Kafka,ORBIS U Monitoring 4U,ORBIS U Pflege Assessments,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0037247"">INT0037247</a>";orbisukhv;10.15.0.118;KHVLE;2022.06;Kristin Dölz;2026.01;Peter Zupancic;92148824
2250 Trier (AMS);cusanus trägergesellschaft trier mbH (3031005);116579705;ORBIS U Installationen Standorte Geldern/ Lebach/ Wittlich;3. Test;Docker-Container installiert;ja;keine Fehler;;DRGW-MDKM Simulation,MDKM LE Portal,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Monitoring 4U,ORBIS U Pflege Assessments,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=TCK06369"">TCK06369</a>";orbistest;10.13.0.169;TESTGE;2022.06;Kristin Dölz;2026.01;Peter Zupancic;92148824
